//==============================================================================||
//	-- [] GameShop Server							||
//==============================================================================||
//										||
// SGroup		: Special Group [0: None] [1: New] [2: Hot] [3: Sale]	||
// Type			: Item Type 	[0 ~ 14]				||
// Index		: Item Index 	[0 ~ 512]				||
// Level		: Item Level	[0 ~ 15]				||
// Skill		: Item Skill	[0 ~ 1]					||
// Luck			: Item Luck	[0 ~ 1]					||
// Option		: Item Option 	[0 ~ 7]					||
// OptExc		: Option Excellent 					||
// OptAnc		: Option Ancient					||
// ItemDur		: Item Durability					||
// ItemTime		: Time Item Duration					||
// DiscountGrup		: Id do Grupo de Desconto (consular em GameShopDiscount)||
// Price		: Item Price						||
//										||
//==============================================================================||


1  // -- [] Category Special Items
//==============================================================================================================================================||
// 	SGroup		Type	Index	Level	Skill	Luck	Option	OptExc	OptAnc	ItemDur	ItemTime	DiscountGrup	Price		||
//==============================================================================================================================================||

	3		14	70	0	0	0	0	0	0	0	3600		-1		50
	3		14	71	0	0	0	0	0	0	0	3600		-1		50
	3		14	72	0	0	0	0	0	0	0	3600		-1		50
	3		14	73	0	0	0	0	0	0	0	3600		-1		50
	3		14	74	0	0	0	0	0	0	0	3600		-1		50
	3		14	75	0	0	0	0	0	0	0	3600		-1		50
	3		14	76	0	0	0	0	0	0	0	3600		-1		50
	3		14	77	0	0	0	0	0	0	0	3600		-1		50
	3		14	78	0	0	0	0	0	0	0	3600		-1		50
	3		14	79	0	0	0	0	0	0	0	3600		-1		50
	3		14	80	0	0	0	0	0	0	0	3600		-1		50
	3		14	81	0	0	0	0	0	0	0	3600		-1		50
	3		14	82	0	0	0	0	0	0	0	3600		-1		50
	3		14	83	0	0	0	0	0	0	0	3600		-1		50

	2		14	53	0	0	0	0	0	0	0	3600		-1		50  // Talisman of Luck
	2		14	54	0	0	0	0	0	0	0	3600		-1		50  // Chaos Card
	2		13	43	0	0	0	0	0	0	0	3600		-1		50  // Seal of Ascension
	2		13	44	0	0	0	0	0	0	0	3600		-1		50  // Seal of Wealth
	2		13	45	0	0	0	0	0	0	0	3600		-1		50  // Seal of Sustenance
	2		13	46	0	0	0	0	0	0	0	3600		-1		50  // Devil Square Ticket
	2		13	47	0	0	0	0	0	0	0	3600		-1		50  // Blood Castle Ticket
	2		13	48	0	0	0	0	0	0	0	3600		-1		50  // Kalima Ticket
	2		13	61	0	0	0	0	0	0	0	3600		-1		50  // Illusion Ticket

	1		13	54	0	0	0	0	0	0	0	3600		-1		50
	1		13	55	0	0	0	0	0	0	0	3600		-1		50
	1		13	56	0	0	0	0	0	0	0	3600		-1		50
	1		13	57	0	0	0	0	0	0	0	3600		-1		50
	1		13	58	0	0	0	0	0	0	0	3600		-1		50

end

2  // -- [] Category Weapons
